@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' car mater nation championship race video game develop rainbow studio publish thq playstat playstat wii xbox microsoft window nintendo game boy advanc releas octob sequel video game car base car film pixar sequel call car race rama releas last pixar game releas game boy advanc ',0,0,0,0,0,0,0,0,1,0,0,0
' mater hold nation race festiv allow racer around world challeng lightn mcqueen along race new charact player explor world radiat spring lightn mcqueen race headquart also mini game tackl includ ramon rhythmic rumbl fillmor fuel frenzi mike sulley monster inc make appear well ',0,0,0,0,0,0,0,0,1,0,0,0
' car race rama video game player get race new charact action pack track win race rama trophi person lightn mcqueen join lightn mcqueen radiat spring prepar academi student racer race rama competit lightn find chick hick set academi student racer alway compet fair student racer prepar race competit order propel chick hick academi spot race take place various track beach citi baja desert along way racer upgrad abil custom look final consist fulli modifi ultim lightn mcqueen race fulli modifi chick hick race rama trophi let race begin softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee entitl play playstat system activ account car race rama ',0,0,0,0,0,0,0,0,1,0,0,0
' artoonway mini car excit street race simul need drive fast also react quick dodg obstacl thrill race hand drawn world pump car breathtak track obstacl provid endless fun adrenalin danger tracksdodg obstacl way car break piec right middl race high speedus acceler jet engin show best result featur track made special crazi fast pace race pump high speed car choos one suit lot obstacl let relax ',0,0,0,0,0,0,0,0,1,0,0,0
' dog cat clash dog cat game want santa claus gift heat argument result clash skinni bone said talk dog gruffi tone fat dens said talk cat make pet dog upset war cat talk ran escap angri dog dog run chase cat soon hide safe place cat dog clash war best dog game help cat escap dodg angri dog much possibl dog angri cat simul game sinc smart cat teas dog run life realli make dog upset dog want take reveng war cat dog game clash cat dog play cat rescu cat way help destin safe place run travel adventur cat must help pet kitti cross hurdl like rock roll rock fire razor mani kitti game pet cat must jump roll run order cross obstacl time manner run game cat dog cat dog run adventur got two mode one mode level mode less obstacl start level soon proceed endless mode lesser difficulti start soon move forward order make addict game challeng game new year game featur play multipl excit level mini game ador pet use game color intens graphic cat dog charact acrobat dare chase dog special power model use game smooth control ',0,0,0,0,0,0,0,0,1,0,0,0
' parti live littl ',0,0,0,0,0,0,0,0,1,0,0,0
' enjoy thrill drive amaz traffic simul highway road let cross road avoid collis car watch obstacl road race competitor tri win champion last good luck ',0,0,0,0,0,0,0,0,1,0,0,0
' theme base reveng race thought player achiev goal whilst work cop theif goal rais money bar top ',0,0,0,0,0,0,0,0,1,0,0,0
' chameleon run uniqu fast challeng autorunn color twist jump switch run expert craft level run back goal switch color match ground run jump platform platform sound easi right well think featur fast pace run jump switch color fun jump mechan like doubl jump head jump pixel perfect physic stylish super smooth color graphic non linear level special object one compet fastest time level simpl two button control ',0,0,0,0,0,0,0,0,1,0,0,0
' chariot war high qualiti stori led arcad race game set ancient rome singleplay multiplay game mode aaa qualiti arcad race game excit murder mysteri singleplay stori via digit graphic novel arcad race singleplay championship player multiplay global leaderboard achiev trophi game level set egypt gaul greec helvetia day night level chariot model win upgrad chariot avatar hors type live stream via twitch background stori emperor hadrian announc major festiv celebr first ten year roman emperor main attract chariot race span entir empir rome helvetia famous chariot across vast roman empir includ greec egypt judea carthag hispania gaul macedonia britannia assembl etern citi spectat thousand stream etern citi inaugur race circus maximus air tens excit anticip night first race one chariot judea found murder quarter chariot tortur crucifi room window unknown woman bodi also found floor head emperor praetorian guard quintus octavian suspect rome constant feud nobl famili mastermind murder emperor hadrian deepli troubl murder fear bloodbath rome restiv judea decad sinc roman legion destroy jerusalem judean capit crush hebrew rebellion emperor fear anoth upris judea could spread conquer roman coloni emperor hadrian ask quintus octavian take posit murder judean chariot repres judea upcom chariot race quintus continu investig drawn inexor murki world roman polit quintus solv two problem time keep win race stay championship also solv twin murder without becom next victim ',0,0,0,0,0,0,0,0,1,0,0,0
' free run game run away chaser level tip never stop run ',0,0,0,0,0,0,0,0,1,0,0,0
' platform race two demon satan children forc toy car control left right jump control left right jump start screen music scariest thing speck copyright licens creativ common attribut noncommerci licens martijn boer gameplay music toddler last organ dollar speck copyright licens creativ common attribut noncommerci licens martijn boer admir bob apoxod subhashish panigrahi panu ',0,0,0,0,0,0,0,0,1,0,0,0
' help santa pick present trail gift collect higher score also buy new charact sledg shop christma race talk christma santa claus new univers unlock buy special charact merri christma featur slipperi slope pretti decor shop less charact sled differ world infinit level complet random nice ambient music addict gameplay random gift everi hour ',0,0,0,0,0,0,0,0,1,0,0,0
